INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
303861624,03/29/2025,13:21:00,BROOKLYN,OUTSIDE,81,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,BLACK,18-24,M,BLACK,1000876,191778,40.693058,-73.940046,POINT (-73.940046 40.693058)
309147442,07/04/2025,23:47:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,1012631,181866,40.66582,-73.897697,POINT (-73.897697 40.66582)
301018725,02/12/2025,21:11:00,BROOKLYN,OUTSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,18-24,M,BLACK,25-44,M,WHITE HISPANIC,999258,193584,40.698016,-73.945876,POINT (-73.945876 40.698016)
311110783,08/12/2025,19:30:00,QUEENS,OUTSIDE,102,0,STREET,(null),Y,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,1028531,189548,40.686842,-73.840335,POINT (-73.840335 40.686842)
311757223,08/24/2025,01:41:00,MANHATTAN,OUTSIDE,33,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,1001229,245822,40.841393,-73.938634,POINT (-73.938634 40.841393)
301256131,02/17/2025,22:54:00,QUEENS,OUTSIDE,114,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,1002126,215903,40.759272,-73.935472,POINT (-73.935472 40.759272)
298756517,01/01/2025,05:15:00,BRONX,OUTSIDE,44,0,STREET,(null),Y,45-64,M,BLACK,45-64,M,BLACK,1009255,244278,40.83712653,-73.90963478,POINT (-73.90963478 40.83712653)
303898920,03/30/2025,22:50:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),65+,M,BLACK,1014285,185709,40.676364,-73.891718,POINT (-73.891718 40.676364)
312521186,09/07/2025,21:08:00,MANHATTAN,OUTSIDE,23,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,WHITE HISPANIC,1001245,228856,40.794825,-73.938619,POINT (-73.938619 40.794825)
310276534,07/26/2025,02:41:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,993388,187627,40.681675,-73.967054,POINT (-73.967054 40.681675)
311756930,08/23/2025,21:14:00,BROOKLYN,OUTSIDE,73,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1010830,181517,40.664869,-73.904191,POINT (-73.904191 40.664869)
305878320,05/05/2025,18:00:00,BRONX,INSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,18-24,M,BLACK,18-24,M,BLACK HISPANIC,1010590,250447,40.854063,-73.904784,POINT (-73.904784 40.854063)
311931929,08/26/2025,14:30:00,BRONX,OUTSIDE,48,0,STREET,(null),N,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1017035,245577,40.84066645,-73.88151242,POINT (-73.88151242 40.84066645)
300131386,01/27/2025,23:15:00,MANHATTAN,OUTSIDE,25,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1001768,234797,40.811131,-73.936716,POINT (-73.936716 40.811131)
306610278,05/17/2025,17:49:00,MANHATTAN,OUTSIDE,23,0,STREET,(null),Y,18-24,M,BLACK,<18,M,BLACK,1000275,229995,40.79794458,-73.94212156,POINT (-73.94212156 40.79794458)
310871271,08/07/2025,17:01:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1004315,191647,40.692691,-73.927646,POINT (-73.927646 40.692691)
312100260,08/29/2025,20:57:00,BRONX,OUTSIDE,52,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1013973,253476,40.862367,-73.892544,POINT (-73.892544 40.862367)
312795109,09/12/2025,07:43:00,BRONX,OUTSIDE,48,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1013387,250602,40.854481,-73.894674,POINT (-73.894674 40.854481)
303562943,03/24/2025,01:25:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,18-24,M,BLACK,45-64,M,BLACK,1012661,174513,40.6456289,-73.89762056,POINT (-73.89762056 40.6456289)
298949942,01/03/2025,17:30:00,BRONX,OUTSIDE,44,0,STREET,(null),Y,25-44,M,BLACK HISPANIC,<18,M,WHITE HISPANIC,1007076,246675,40.843722,-73.917502,POINT (-73.917502 40.843722)
313373627,09/23/2025,22:20:00,BRONX,INSIDE,41,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,F,BLACK,1013070,238702,40.82182,-73.895872,POINT (-73.895872 40.82182)
301745796,02/26/2025,13:43:00,BRONX,OUTSIDE,47,0,STREET,(null),N,<18,M,BLACK,18-24,M,BLACK,1027595,264660,40.893009,-73.843223,POINT (-73.843223 40.893009)
308517352,06/23/2025,14:36:00,QUEENS,OUTSIDE,113,0,STREET,(null),Y,45-64,M,BLACK,45-64,F,BLACK,1048273,188365,40.683473,-73.769162,POINT (-73.769162 40.683473)
309560883,07/13/2025,14:33:00,MANHATTAN,OUTSIDE,26,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,996894,236589,40.816058,-73.95432,POINT (-73.95432 40.816058)
307067373,05/26/2025,23:59:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1006328,177267,40.653215,-73.920431,POINT (-73.920431 40.653215)
305004828,04/19/2025,02:30:00,BROOKLYN,OUTSIDE,88,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,993693,192830,40.695956,-73.965945,POINT (-73.965945 40.695956)
298877584,01/04/2025,00:43:00,BROOKLYN,OUTSIDE,75,0,COMMERCIAL,BAR/NIGHT CLUB,N,45-64,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,1015628,186760,40.679244,-73.886873,POINT (-73.886873 40.679244)
300131383,01/27/2025,16:30:00,QUEENS,INSIDE,107,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),18-24,M,BLACK,1051246,203301,40.724446,-73.758293,POINT (-73.758293 40.724446)
310820653,08/06/2025,14:45:00,BRONX,OUTSIDE,42,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,WHITE HISPANIC,1009695,243534,40.835094,-73.908048,POINT (-73.908048 40.835094)
310613388,08/02/2025,16:48:00,BROOKLYN,OUTSIDE,72,0,STREET,(null),N,<18,M,WHITE HISPANIC,<18,M,BLACK HISPANIC,985759,180468,40.66203,-73.994561,POINT (-73.994561 40.66203)
309666554,07/15/2025,21:52:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1013910,251999,40.85830398,-73.892778,POINT (-73.892778 40.85830398)
311175692,08/13/2025,01:45:00,QUEENS,OUTSIDE,114,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK,1009077,214329,40.754934,-73.91039,POINT (-73.91039 40.754934)
309415108,07/10/2025,20:54:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),25-44,F,WHITE HISPANIC,1001949,231211,40.801288,-73.936073,POINT (-73.936073 40.801288)
300131385,01/27/2025,19:16:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1024745,262868,40.88809295,-73.85354344,POINT (-73.85354344 40.88809295)
308373655,06/19/2025,23:30:00,BROOKLYN,OUTSIDE,79,0,STREET,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,998273,193028,40.696493,-73.949429,POINT (-73.949429 40.696493)
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,N,25-44,M,BLACK,25-44,M,BLACK,995600,182496,40.66759,-73.959087,POINT (-73.959087 40.66759)
306369562,05/13/2025,16:42:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1008756,239468,40.82392587,-73.91145567,POINT (-73.91145567 40.82392587)
307632868,06/05/2025,13:18:00,BRONX,OUTSIDE,46,0,STREET,(null),N,<18,M,BLACK HISPANIC,<18,M,BLACK,1010882,247996,40.8473266,-73.90374022,POINT (-73.90374022 40.8473266)
307558032,06/04/2025,13:30:00,QUEENS,OUTSIDE,109,0,STREET,(null),N,18-24,M,WHITE HISPANIC,45-64,M,WHITE,1040376,224023,40.781398,-73.797336,POINT (-73.797336 40.781398)
305163494,04/22/2025,22:27:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),Y,25-44,M,BLACK,45-64,F,BLACK,997853,230889,40.800413,-73.950866,POINT (-73.950866 40.800413)
310305117,07/27/2025,18:45:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1008110,244858,40.83872163,-73.91377061,POINT (-73.91377061 40.83872163)
305637546,04/30/2025,22:33:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1019318,184803,40.673859,-73.873576,POINT (-73.873576 40.673859)
306651416,05/18/2025,18:45:00,BRONX,OUTSIDE,46,0,STREET,(null),N,18-24,M,BLACK,45-64,M,BLACK,1013673,252644,40.860085,-73.89363,POINT (-73.89363 40.860085)
308834266,06/29/2025,22:13:00,MANHATTAN,OUTSIDE,6,0,STREET,(null),N,<18,M,BLACK,<18,F,BLACK,983652,206379,40.73315,-74.002157,POINT (-74.002157 40.73315)
300430000,02/02/2025,01:24:00,BRONX,OUTSIDE,48,0,STREET,(null),Y,<18,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1011981,247838,40.846899,-73.899769,POINT (-73.899769 40.846899)
312200896,09/01/2025,18:47:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,995441,183745,40.671016,-73.959656,POINT (-73.959656 40.671016)
301313414,02/18/2025,15:42:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1006343,234269,40.809673,-73.920192,POINT (-73.920192 40.809673)
308096531,06/15/2025,04:45:00,BRONX,OUTSIDE,52,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1018056,262031,40.885834,-73.877738,POINT (-73.877738 40.885834)
310971422,08/10/2025,04:40:00,QUEENS,OUTSIDE,104,0,STREET,HOSPITAL,N,(null),(null),(null),18-24,F,WHITE HISPANIC,1008130,202660,40.72289932,-73.91384832,POINT (-73.91384832 40.72289932)
303861625,03/29/2025,21:38:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,F,BLACK,1004934,235728,40.81368,-73.925276,POINT (-73.925276 40.81368)
303476410,03/22/2025,20:13:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1009059,180294,40.661517,-73.910579,POINT (-73.910579 40.661517)
303861626,03/30/2025,02:45:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK HISPANIC,1021853,242624,40.832551,-73.864117,POINT (-73.864117 40.832551)
300951837,02/11/2025,15:57:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1024398,266422,40.897859,-73.854775,POINT (-73.854775 40.897859)
307581456,06/04/2025,23:45:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),<18,M,WHITE HISPANIC,1003468,238054,40.820068,-73.930566,POINT (-73.930566 40.820068)
303275049,03/20/2025,00:59:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1006609,255632,40.868306,-73.919159,POINT (-73.919159 40.868306)
311045536,08/11/2025,16:40:00,BRONX,OUTSIDE,47,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,1026480,262584,0,0,POINT (0 0)
310650149,08/03/2025,21:22:00,BROOKLYN,OUTSIDE,72,0,OTHER,HOSPITAL,N,(null),(null),(null),25-44,M,WHITE HISPANIC,978439,174981,40.646966,-74.020939,POINT (-74.020939 40.646966)
313097431,09/17/2025,20:44:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),Y,18-24,M,BLACK,18-24,M,BLACK,994649,177116,40.652822,-73.962522,POINT (-73.962522 40.652822)
306651765,05/18/2025,21:30:00,BROOKLYN,OUTSIDE,75,0,OTHER,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1015966,188407,40.68375359,-73.8856456,POINT (-73.8856456 40.68375359)
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,Y,25-44,M,BLACK,18-24,M,BLACK,995600,182496,40.66759,-73.959087,POINT (-73.959087 40.66759)
307442122,06/02/2025,22:25:00,BRONX,OUTSIDE,47,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,M,BLACK,1022068,259202,40.878053,-73.863245,POINT (-73.863245 40.878053)
305404406,04/26/2025,20:19:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,18-24,M,BLACK,<18,M,BLACK,1005156,186537,40.678662,-73.924629,POINT (-73.924629 40.678662)
311423744,08/19/2025,06:15:00,BROOKLYN,OUTSIDE,60,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,984147,150277,40.579162,-74.000371,POINT (-74.000371 40.579162)
309605579,07/14/2025,14:30:00,MANHATTAN,OUTSIDE,32,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,F,BLACK,25-44,F,BLACK,1000000,238478,40.821238,-73.943094,POINT (-73.943094 40.821238)
312200897,09/01/2025,18:55:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,997874,180875,40.66312629,-73.95089285,POINT (-73.95089285 40.66312629)
302333819,03/09/2025,19:50:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),N,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1010673,191059,40.691058,-73.90472,POINT (-73.90472 40.691058)
311227345,08/14/2025,22:10:00,MANHATTAN,OUTSIDE,7,0,STREET,(null),N,<18,M,BLACK HISPANIC,<18,F,BLACK,989137,201443,40.719599,-73.982369,POINT (-73.982369 40.719599)
300131384,01/27/2025,12:20:00,BROOKLYN,OUTSIDE,67,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),65+,M,BLACK,996949,176623,40.651466,-73.954236,POINT (-73.954236 40.651466)
306610276,05/17/2025,21:57:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1014679,179606,40.65961,-73.890327,POINT (-73.890327 40.65961)
300412112,02/01/2025,21:15:00,BRONX,OUTSIDE,47,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,25-44,F,BLACK,1030929,260796,40.882385,-73.831191,POINT (-73.831191 40.882385)
312797203,09/12/2025,01:20:00,QUEENS,OUTSIDE,106,0,STREET,(null),N,25-44,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,1038358,184258,40.672267,-73.804944,POINT (-73.804944 40.672267)
310122094,07/23/2025,20:05:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1009550,218949,40.767615,-73.908662,POINT (-73.908662 40.767615)
304882359,04/16/2025,19:51:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1010740,237209,40.817729,-73.904295,POINT (-73.904295 40.817729)
309529689,07/13/2025,10:07:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),65+,F,BLACK,1000242,171647,40.637804,-73.942377,POINT (-73.942377 40.637804)
308800537,06/28/2025,22:00:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1009703,242326,40.83176758,-73.90802316,POINT (-73.90802316 40.83176758)
313612569,09/28/2025,21:43:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1007696,241825,40.830407,-73.915277,POINT (-73.915277 40.830407)
301529587,02/22/2025,00:38:00,BRONX,INSIDE,45,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,F,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1032397,238442,40.821023,-73.826044,POINT (-73.826044 40.821023)
306369562,05/13/2025,16:42:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1008756,239468,40.82392587,-73.91145567,POINT (-73.91145567 40.82392587)
304727807,04/14/2025,16:53:00,BRONX,OUTSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,WHITE HISPANIC,1012256,250079,40.853048,-73.898764,POINT (-73.898764 40.853048)
310613388,08/02/2025,16:48:00,BROOKLYN,OUTSIDE,72,0,STREET,(null),N,25-44,M,WHITE HISPANIC,<18,M,BLACK HISPANIC,985759,180468,40.66203,-73.994561,POINT (-73.994561 40.66203)
308005977,06/12/2025,21:00:00,BRONX,OUTSIDE,49,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1021186,247214,40.845153,-73.866501,POINT (-73.866501 40.845153)
301178228,02/15/2025,17:00:00,QUEENS,INSIDE,107,0,DWELLING,PVT HOUSE,Y,<18,M,BLACK,<18,F,BLACK,1048369,201076,40.718362,-73.768693,POINT (-73.768693 40.718362)
313612567,09/28/2025,19:30:00,QUEENS,OUTSIDE,112,0,STREET,(null),Y,(null),(null),(null),18-24,M,WHITE HISPANIC,1027275,206592,40.73361929,-73.84475403,POINT (-73.84475403 40.73361929)
304483259,04/09/2025,16:58:00,BRONX,OUTSIDE,46,0,STREET,(null),N,<18,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1012701,253506,40.86244422,-73.89714218,POINT (-73.89714218 40.86244422)
308800534,06/28/2025,20:20:00,BRONX,OUTSIDE,40,2,HOUSING,(null),N,(null),(null),(null),<18,M,BLACK,1005674,234940,40.811515,-73.922607,POINT (-73.922607 40.811515)
311661548,08/22/2025,21:07:00,BROOKLYN,OUTSIDE,88,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,995596,187694,40.681856,-73.959091,POINT (-73.959091 40.681856)
313612998,09/28/2025,20:53:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1007684,235949,40.81427012,-73.91534128,POINT (-73.91534128 40.81427012)
306906891,05/23/2025,02:16:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1019102,188511,40.684037,-73.874337,POINT (-73.874337 40.684037)
304789869,04/15/2025,11:00:00,BRONX,OUTSIDE,50,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,1011732,257490,40.873392,-73.900629,POINT (-73.900629 40.873392)
310305116,07/27/2025,18:05:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1008045,244746,40.838423,-73.914005,POINT (-73.914005 40.838423)
313570970,09/28/2025,01:12:00,BRONX,OUTSIDE,43,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,M,WHITE HISPANIC,1021853,242624,40.832551,-73.864117,POINT (-73.864117 40.832551)
306214613,05/10/2025,20:33:00,BRONX,OUTSIDE,40,0,STREET,GROCERY/BODEGA,N,<18,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,1005529,233942,40.808777,-73.923131,POINT (-73.923131 40.808777)
311757222,08/23/2025,19:27:00,BRONX,OUTSIDE,47,0,PLAYGROUND,(null),Y,25-44,M,BLACK,25-44,M,BLACK,1028261,257789,40.87413587,-73.84086067,POINT (-73.84086067 40.87413587)
300318397,01/30/2025,14:29:00,BRONX,OUTSIDE,48,0,STREET,(null),N,18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,1016057,247615,40.846273,-73.885036,POINT (-73.885036 40.846273)
299382241,01/13/2025,21:15:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,997512,239558,40.824207,-73.95208,POINT (-73.95208 40.824207)
299996365,01/24/2025,20:20:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK HISPANIC,1014445,240852,40.827717,-73.890893,POINT (-73.890893 40.827717)
303036414,03/17/2025,20:35:00,BRONX,OUTSIDE,46,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1008291,247744,40.846651,-73.913105,POINT (-73.913105 40.846651)
298756517,01/01/2025,05:15:00,BRONX,OUTSIDE,44,0,STREET,(null),N,45-64,M,BLACK,18-24,M,BLACK,1009255,244278,40.83712653,-73.90963478,POINT (-73.90963478 40.83712653)
304022767,04/01/2025,15:30:00,BRONX,OUTSIDE,48,0,STREET,(null),Y,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1016830,249479,40.851386,-73.882234,POINT (-73.882234 40.851386)
300412113,02/01/2025,05:05:00,QUEENS,OUTSIDE,104,0,STREET,(null),N,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1008052,197914,40.709882,-73.914147,POINT (-73.914147 40.709882)
307581457,06/04/2025,21:15:00,MANHATTAN,OUTSIDE,10,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),18-24,M,BLACK,982756,210139,40.74347,-74.005392,POINT (-74.005392 40.74347)
299453928,01/14/2025,19:06:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1003654,187147,40.68034,-73.930039,POINT (-73.930039 40.68034)
301377740,02/13/2025,19:20:00,BROOKLYN,OUTSIDE,75,0,COMMERCIAL,STORE UNCLASSIFIED,N,(null),(null),(null),18-24,M,BLACK,1015480,181597,40.665074,-73.887429,POINT (-73.887429 40.665074)
311298007,08/16/2025,02:28:00,BRONX,OUTSIDE,45,0,STREET,BAR/NIGHT CLUB,N,45-64,M,BLACK HISPANIC,25-44,F,BLACK,1031709,242991,40.83351,-73.828497,POINT (-73.828497 40.83351)
300566188,02/04/2025,12:20:00,MANHATTAN,OUTSIDE,10,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,982756,210139,40.74347,-74.005392,POINT (-74.005392 40.74347)
312802388,09/12/2025,16:10:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,18-24,M,BLACK,45-64,F,BLACK,1003536,177105,40.652778,-73.930494,POINT (-73.930494 40.652778)
306651766,05/18/2025,23:43:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,BLACK,997566,234085,40.809184,-73.951896,POINT (-73.951896 40.809184)
300341223,01/31/2025,11:55:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,25-44,M,BLACK,25-44,F,WHITE HISPANIC,995261,191567,40.692485,-73.960292,POINT (-73.960292 40.692485)
311661208,08/22/2025,16:03:00,BRONX,OUTSIDE,45,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,1027267,245362,40.84003243,-73.84453462,POINT (-73.84453462 40.84003243)
313251172,09/20/2025,10:37:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,65+,M,BLACK,25-44,M,BLACK,1001186,241442,40.829371,-73.938802,POINT (-73.938802 40.829371)
306675852,05/19/2025,14:12:00,MANHATTAN,OUTSIDE,28,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,WHITE HISPANIC,998746,230395,40.799054,-73.947644,POINT (-73.947644 40.799054)
300318398,01/30/2025,17:58:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1009645,213978,40.75397,-73.90834,POINT (-73.90834 40.75397)
312452888,09/06/2025,00:04:00,BROOKLYN,INSIDE,81,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,18-24,M,BLACK,1004899,187202,40.680488,-73.925554,POINT (-73.925554 40.680488)
310867868,08/07/2025,16:15:00,QUEENS,OUTSIDE,101,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,<18,M,BLACK,1044048,156630,40.596398,-73.784674,POINT (-73.784674 40.596398)
308408220,06/20/2025,15:57:00,QUEENS,OUTSIDE,100,0,STREET,GROCERY/BODEGA,N,(null),(null),(null),45-64,M,BLACK,1041002,155343,40.592886,-73.795653,POINT (-73.795653 40.592886)
310000251,07/21/2025,00:30:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,1040912,190677,40.689869,-73.795682,POINT (-73.795682 40.689869)
303829749,03/28/2025,14:29:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,WHITE HISPANIC,963153,171643,40.63777181,-74.07601437,POINT (-74.07601437 40.63777181)
310613390,08/03/2025,03:30:00,QUEENS,OUTSIDE,110,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1028239,216107,40.759739,-73.841212,POINT (-73.841212 40.759739)
311113696,08/12/2025,19:02:00,BRONX,INSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,ASIAN / PACIFIC ISLANDER,18-24,M,ASIAN / PACIFIC ISLANDER,1018291,243086,40.833835,-73.876987,POINT (-73.876987 40.833835)
312202110,09/01/2025,19:34:00,BRONX,OUTSIDE,49,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,BLACK,1020797,254600,40.865427,-73.867866,POINT (-73.867866 40.865427)
310357834,07/28/2025,18:28:00,MANHATTAN,INSIDE,18,0,COMMERCIAL,(null),N,25-44,M,BLACK,25-44,M,WHITE,991647,215481,40.758128,-73.973298,POINT (-73.973298 40.758128)
307442124,06/02/2025,21:55:00,BROOKLYN,INSIDE,83,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),45-64,M,BLACK,1007689,191193,40.691437,-73.915478,POINT (-73.915478 40.691437)
307581455,06/04/2025,21:33:00,BRONX,OUTSIDE,41,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1013340,238793,40.822069,-73.894895,POINT (-73.894895 40.822069)
308658623,06/25/2025,22:20:00,BROOKLYN,OUTSIDE,78,0,STREET,(null),Y,25-44,M,BLACK,25-44,F,BLACK,992342,187609,40.68161639,-73.97082463,POINT (-73.97082463 40.68161639)
305304922,04/24/2025,22:55:00,QUEENS,OUTSIDE,101,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1051499,161161,40.60877086,-73.75780082,POINT (-73.75780082 40.60877086)
308005978,06/12/2025,21:20:00,BRONX,OUTSIDE,42,0,STREET,(null),Y,25-44,M,ASIAN / PACIFIC ISLANDER,45-64,M,BLACK,1011512,242249,40.831562,-73.901486,POINT (-73.901486 40.831562)
